1,1,26,24,24,-57.25
1,2,63,48,24,-49.39
1,3,38,72,24,-62.8
1,4,48,96,24,-57.02
1,5,41,120,24,-53.86
1,6,61,144,24,-60.42
1,7,43,168,24,-59.74
1,8,14,192,24,-59.31
1,9,53,216,24,-51.07
1,10,60,240,24,-60.32
1,11,41,264,24,-53.38
1,12,8,288,24,-53.79
1,13,14,312,24,-50.51
1,14,20,336,24,-61.17
1,15,17,360,24,-55.15
1,16,61,384,24,-57.09
1,17,65,408,24,-54.79
1,18,24,432,24,-51.11
1,19,60,456,24,-55.98
1,20,44,480,24,-51.6
1,21,8,504,24,-51.34
1,22,8,528,24,-50.93
1,23,8,552,24,-45.34
1,24,58,576,24,-47.87
1,25,17,600,24,-45.79
1,26,14,624,24,-43.32
1,27,53,648,24,-46.44
1,28,20,672,24,-46.76
1,29,8,696,24,-35.58
1,30,59,720,24,-33.73
1,31,24,744,24,-27.36
1,32,61,768,24,-18.43
1,33,41,792,24,-12.55
1,34,13,816,24,-12.06
1,35,24,840,24,-12.47
1,36,72,864,24,-12.01
1,37,24,888,24,-11.98
1,38,24,912,24,-11.98
1,39,52,936,24,-11.98
1,40,49,960,24,-12.79
1,41,8,984,24,-11.98
1,42,6,1008,24,-11.98
1,43,13,1032,24,-11.98
1,44,60,1056,24,-11.98
1,45,1,1080,24,-11.98
1,46,49,1104,24,-11.98
1,47,48,1128,24,-11.98
1,48,28,1152,24,-11.98
1,49,34,1176,24,-11.98
1,50,20,1200,24,-11.98
1,51,34,1224,24,-11.98
1,52,67,1248,24,-11.98
1,53,0,1272,24,-11.98
1,54,49,1296,24,-11.98
1,55,41,1320,24,-11.98
1,56,34,1344,24,-11.98
1,57,37,1368,24,-11.98
1,58,32,1392,24,-11.98
1,59,43,1416,24,-11.98
1,60,27,1440,24,-11.98
1,61,37,1464,24,-11.98
1,62,6,1488,24,-11.98
1,63,1,1512,24,-11.98
1,64,46,1536,24,-11.98
1,65,13,1560,24,-11.98
1,66,46,1584,24,-11.98
1,67,57,1608,24,-11.98
1,68,61,1632,24,-11.98
1,69,34,1656,24,-11.98
1,70,60,1680,24,-11.98
1,71,31,1704,24,-11.98
