1,1,26,24,24,-55.25
1,2,63,48,24,-48.77
1,3,38,72,24,-47.56
1,4,48,96,24,-53.28
1,5,41,120,24,-51.61
1,6,61,144,24,-50.53
1,7,43,168,24,-53.99
1,8,14,192,24,-59.64
1,9,53,216,24,-49.06
1,10,60,240,24,-47.62
1,11,41,264,24,-54.75
1,12,8,288,24,-48.4
1,13,14,312,24,-43.37
1,14,20,336,24,-52.73
1,15,17,360,24,-43.28
1,16,61,384,24,-50.35
1,17,65,408,24,-48.63
1,18,24,432,24,-44.74
1,19,60,456,24,-42.85
1,20,44,480,24,-47.17
1,21,8,504,24,-45.92
1,22,8,528,24,-43.66
1,23,8,552,24,-46.0
1,24,58,576,24,-49.79
1,25,17,600,24,-44.48
1,26,14,624,24,-46.64
1,27,53,648,24,-46.94
1,28,20,672,24,-45.38
1,29,8,696,24,-50.95
1,30,59,720,24,-43.37
1,31,24,744,24,-47.82
1,32,61,768,24,-42.22
1,33,41,792,24,-46.49
1,34,13,816,24,-42.36
1,35,24,840,24,-42.05
1,36,72,864,24,-46.18
1,37,24,888,24,-39.79
1,38,24,912,24,-39.8
1,39,52,936,24,-45.01
1,40,49,960,24,-41.23
1,41,8,984,24,-35.71
1,42,6,1008,24,-36.29
1,43,13,1032,24,-42.54
1,44,60,1056,24,-45.32
1,45,1,1080,24,-41.42
1,46,49,1104,24,-36.45
1,47,48,1128,24,-37.52
1,48,28,1152,24,-33.77
1,49,34,1176,24,-41.41
1,50,20,1200,24,-37.22
1,51,34,1224,24,-37.92
1,52,67,1248,24,-34.14
1,53,0,1272,24,-37.3
1,54,49,1296,24,-32.66
1,55,41,1320,24,-36.25
1,56,34,1344,24,-33.43
1,57,37,1368,24,-36.58
1,58,32,1392,24,-38.58
1,59,43,1416,24,-40.96
1,60,27,1440,24,-36.03
1,61,37,1464,24,-34.41
1,62,6,1488,24,-37.95
1,63,1,1512,24,-34.43
1,64,46,1536,24,-33.75
1,65,13,1560,24,-39.49
1,66,46,1584,24,-35.52
